code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
601137,博威合金,0.39,-22.0,,4.36,,8402.77,-21.67,,04-15
600336,澳柯玛,0.22,-54.17,,18.06,,15214.68,-7.55,,04-15
600689,上海三毛,-0.23,-4.17,1.58,-13.87,,-4718.27,-0.48,,04-14
600353,旭光股份,0.32,-25.05,,9.08,,8671.75,-25.06,10派1,04-14
601801,皖新传媒,0.67,21.82,,13.88,,60570.52,21.42,10派2,04-12
000031,中粮地产,0.29,3.57,,10.48,,53457.01,3.81,10派0.3,04-12
002347,泰尔股份,0.08,-80.49,,1.59,,1452.73,-65.96,,04-12
000677,恒天海龙,-0.3,-123.52,,-40.03,,-26100.1,-123.52,,04-12
600735,新华锦,0.18,-17.17,,8.07,,4587.04,-17.18,,04-12
000568,泸州老窖,2.46,-21.92,,33.15,,343782.29,-21.69,10派12.5,04-12
600965,福成股份,0.22,225.44,,10.7,,9076.92,380.36,10派0.7转3,04-12
600653,申华控股,0.1,16.77,,8.82,,17278.67,16.79,,04-12
300214,日科化学,0.27,-43.75,5.82,4.78,-0.09,5546.33,-43.21,10派0.5,04-12
600853,龙建股份,0.03,-3.31,,2.21,,1721.75,-3.42,10派0.1,04-12
002598,山东章鼓,0.26,-6.82,,11.58,,8141.24,-6.82,10派2,04-12
600268,国电南自,0.01,-95.65,,0.22,,512.42,-96.49,10派0.9,04-12
600804,鹏博士,0.3,100.0,,10.1,,40307.15,95.18,10派1,04-12
000953,*ST河化,0.1,-289.76,,4.29,,2995.62,-289.75,,04-12
000561,烽火电子,0.05,-16.67,,3.56,,3053.03,-7.91,,04-12
002699,美盛文化,0.45,-30.77,,6.52,,4173.02,-14.86,10派0.5转12,04-12
600804,鹏博士,0.3,100.0,,10.1,,40307.15,95.18,10派1,04-12
000953,*ST河化,0.1,-289.76,,4.29,,2995.62,-289.75,,04-12
000561,烽火电子,0.05,-16.67,,3.56,,3053.03,-7.91,,04-12
002699,美盛文化,0.45,-30.77,,6.52,,4173.02,-14.86,,04-12
600328,兰太实业,0.1,-437.93,,2.85,,3505.12,-440.77,,04-12
300325,德威新材,0.39,-50.0,4.5,8.93,0.43,6186.74,10.18,10派0.5转10,04-12
600169,太原重工,0.01,-107.66,,0.47,,2550.47,-107.68,10派0.1,04-12
600620,天宸股份,0.26,766.67,,15.04,,11838.53,763.46,,04-12
600712,南宁百货,0.03,-73.71,,1.58,,1696.56,-73.66,10派0.1,04-12
600500,中化国际,0.41,0.0,5.06,8.2,,60853.37,4.15,,04-12
000990,诚志股份,0.18,90.22,,3.2,,5189.06,90.52,10派0.3,04-12
600162,香江控股,0.25,527.5,,12.57,,19243.32,527.0,10派0.8,04-12
600234,ST山水,0.17,-170.83,,,,3356.37,-169.39,,04-12
600129,太极集团,0.03,-105.77,,1.36,,1255.98,-105.71,,04-12
002302,西部建设,0.87,67.31,,15.28,,40710.11,271.26,10派1,04-12
300313,天山生物,0.11,-53.76,4.39,2.44,-0.3,961.58,-49.56,10派0.5,04-12
002532,新界泵业,0.76,40.74,,12.7,,12116.92,40.38,,04-12
300023,宝德股份,-0.12,-5.54,3.6,-3.35,-0.01,-1105.41,-6.19,,04-12
300345,红宇新材,0.23,-61.02,6.47,3.56,-0.02,2221.83,-54.29,10派1,04-12
002002,鸿达兴业,0.58,4257.46,,18.5,,29563.22,13167.86,10转4,04-12
300136,信维通信,-0.49,-1164.55,4.58,-10.26,-0.23,-6561.2,-1176.62,,04-12
002692,睿康股份,0.4,-53.1,,11.16,,13090.09,-1.17,,04-12
002183,怡亚通,0.21,40.0,,10.23,,20028.52,59.61,10派0.7,04-12
002103,广博股份,0.08,-52.94,,2.27,,1679.85,-54.11,10派0.5,04-12
600308,华泰股份,0.06,5.77,,1.03,,6461.34,5.44,,04-12
600033,福建高速,0.2,32.49,,7.4,,54382.14,32.42,10派1,04-12
300033,同花顺,0.16,-15.79,8.48,1.94,0.61,2192.19,-15.51,10派0.6转10,04-12
000931,中关村,-0.29,-758.69,,-29.74,,-19693.01,-758.88,,04-12
000507,珠海港,0.12,-51.6,,4.01,,9209.99,-40.68,10派0.2,04-12
000821,京山轻机,0.03,-112.5,,0.95,,1018.44,-112.23,10派0.1,04-12
600812,华北制药,0.01,-37.5,,0.33,,1365.53,-23.27,,04-12
002274,华昌化工,0.05,-116.67,,0.84,,1319.26,-116.61,10派0.5转5,04-12
000533,万家乐,0.26,142.76,,15.99,,18256.65,146.78,10派1,04-12
600883,博闻科技,0.03,-31.71,,0.96,,661.85,-31.55,10派0.2,04-12
600601,方正科技,0.03,-12.53,,1.63,,7038.54,-12.57,,04-12
300151,昌红科技,0.35,2.94,7.32,4.88,0.91,3544.69,4.64,10派1转10,04-12
002370,亚太药业,0.03,-123.08,,0.78,,548.02,-121.31,10派0.2,04-12
002081,金螳螂,1.33,-6.99,,32.36,,156360.52,40.68,10派2转5,04-12
000906,浙商中拓,0.21,250.0,,6.92,,7001.12,251.79,10派0.5,04-12
600662,强生控股,0.16,-7.03,,5.74,,17005.29,-7.0,10派1,04-12
002444,巨星科技,0.42,-25.0,,12.74,,42760.9,51.83,10派1,04-11
300150,世纪瑞尔,0.24,-52.94,5.11,4.69,0.13,6452.9,-5.46,10派2,04-11
300058,蓝色光标,1.04,67.74,8.12,19.53,0.32,43904.67,86.3,10派2转10,04-11
002310,东方园林,1.46,-36.24,,27.35,,88938.81,29.25,10派1.2转5,04-11
002406,远东传动,0.45,4.65,,6.08,,12558.25,4.67,10派3,04-11
601018,宁波港,0.22,4.76,,10.17,,283982.0,6.1,10派0.83,04-11
300176,鸿特精密,0.24,-49.16,5.22,4.72,1.74,2604.71,-38.99,10派1,04-11
002641,永高股份,0.67,-50.74,,12.62,,24295.73,-10.38,10派1.3送2,04-11
600225,*ST松江,-0.46,-428.57,,-26.91,,-28911.95,-437.98,,04-11
300246,宝莱特,0.2,-60.0,2.63,7.68,0.19,2892.37,-20.77,10派0.5,04-11
000856,冀东装备,0.04,-78.95,,1.76,,854.86,-79.98,,04-11
600291,西水股份,0.19,3.95,,3.14,,7181.16,3.96,,04-11
002608,*ST舜船,0.56,1.82,,5.91,,12354.83,53.15,10派1转7,04-11
300245,天玑科技,0.45,25.0,4.28,11.0,0.32,6084.27,26.21,10派1转3,04-11
002276,万马股份,0.24,20.0,,9.17,,22001.7,23.86,10派0.5,04-11
000966,长源电力,0.53,245.78,,19.23,,29259.13,245.8,,04-11
000301,东方市场,0.27,107.69,,11.68,,33007.89,107.19,10派0.5,04-11
600354,敦煌种业,0.04,-113.54,,1.75,,1733.74,-113.43,,04-11
600738,兰州民百,0.3,31.72,,11.07,,11044.42,85.03,10派1,04-11
002382,蓝帆医疗,0.2,-4.76,,4.84,,4697.42,-8.25,10派0.625,04-11
600251,冠农股份,0.82,18.84,,23.21,,29715.64,19.26,,04-11
300206,理邦仪器,0.27,-50.91,9.04,2.97,0.23,3470.29,-37.13,,04-11
300211,亿通科技,0.35,-19.93,7.55,4.75,0.49,2272.33,-3.66,,04-11
000153,丰原药业,0.09,25.03,,2.9,,2734.66,43.79,,04-11
600491,龙元建设,0.23,-45.24,,7.35,,22162.85,-43.78,,04-11
002065,东华软件,1.12,35.37,,24.36,,77087.05,35.44,10派2转10,04-11
300076,GQY视讯,0.07,-77.42,10.04,0.76,-0.01,744.66,-77.06,10派1转10,04-11
002134,天津普林,-0.2,-44.44,,-8.25,,-4827.15,-45.56,,04-11
600325,华发股份,0.66,-1.35,,8.58,,53833.77,-1.37,,04-11
002444,巨星科技,0.42,-25.0,,12.74,,42760.9,51.83,,04-11
300150,世纪瑞尔,0.24,-52.94,5.11,4.69,0.13,6452.9,-5.46,,04-11
300026,红日药业,0.91,-9.0,4.52,22.17,0.38,33953.65,46.92,10派1转5,04-10
601010,文峰股份,0.52,-38.82,,10.46,,38464.28,-8.03,10派3.6,04-10
601101,昊华能源,0.44,-41.33,,7.7,,52633.33,-41.78,10派1.38,04-10
002085,万丰奥威,0.76,18.75,,18.14,,29727.4,19.72,,04-10
600746,江苏索普,0.09,-168.72,,6.66,,2807.58,-168.71,10派0.28,04-10
600839,四川长虹,0.11,57.45,,3.71,,51248.16,57.53,10派0.2,04-10
600165,新日恒力,0.04,-74.03,,1.07,,1107.43,-73.82,,04-10
600200,江苏吴中,0.08,8.0,,5.35,,5053.72,7.9,10派0.25,04-10
002512,达华智能,0.27,50.8,,8.5,,8771.21,52.23,,04-10
000961,中南建设,1.04,18.18,,17.2,,120938.29,17.17,10派1.2,04-10
000531,穗恒运A,1.02,18.55,,14.22,,34791.17,18.54,10派3转10,04-10
002480,新筑股份,0.03,-112.0,,0.52,,978.47,-114.25,10转10,04-10
002175,东方网络,0.1,2.06,,2.6,,1087.1,24.66,10派1,04-10
600763,通策医疗,0.63,10.53,,21.4,,10041.8,10.3,,04-10
002373,千方科技,-0.93,5.68,,-23.68,,-12699.2,111.73,,04-10
600405,动力源,0.12,61.64,,5.62,,3119.14,63.81,10派0.5转5,04-10
600429,三元股份,-0.26,-790.03,,-13.4,,-22654.3,-790.64,,04-10
002603,以岭药业,0.44,29.41,,6.04,,24429.15,31.48,10派1,04-10
002298,中电鑫龙,0.21,-17.67,,7.13,,8748.67,-8.24,10派0.35,04-10
600163,中闽能源,-1.07,-3551.61,,-73.89,,-77190.69,-3505.0,,04-10
600368,五洲交通,0.23,-39.47,,6.6,,19181.05,-39.48,10派0.21,04-10
002511,中顺洁柔,0.37,-51.32,,5.17,,11593.52,-27.04,10转3,04-10
300132,青松股份,0.18,-36.68,2.95,6.21,0.23,3476.98,1.69,10派0.6,04-10
002447,壹桥股份,0.61,1.67,,15.98,,16253.11,1.0,10派0.6转5,04-10
300314,戴维医疗,0.4,-60.4,3.93,10.54,0.35,6407.17,-13.26,10派0.8,04-10
300024,机器人,0.84,20.0,5.43,16.57,-0.09,24986.14,20.12,10派1.5送6转6,04-10
002260,德奥通航,0.13,48.16,,6.09,,2006.73,48.25,10派1,04-10
600909,华安证券,0.07,,,4.44,-0.18,18719.35,,,04-10
002693,双成药业,0.37,-45.59,4.84,7.81,,6677.19,-1.8,10派2转5,04-10
600694,大商股份,4.01,20.42,,24.2,,117881.54,20.66,10派12.2,04-10
600008,首创股份,0.27,3.44,,10.19,,60126.55,3.43,10派1.5,04-10
000417,合肥百货,0.56,7.06,,15.41,,43771.52,7.05,10派1.8,04-10
002618,丹邦科技,0.32,-8.57,,4.99,,5241.52,-5.78,10派0.29,04-10
000560,昆百大A,0.45,-28.97,,7.18,,7499.81,-27.48,10派1,04-10
000673,当代东方,0.01,-27.81,,22.28,,226.39,-28.16,,04-10
601177,杭齿前进,0.06,-65.23,,1.39,,2386.07,-65.19,10派0.18,04-10
601377,兴业证券,0.27,22.73,5.0,5.87,,67294.07,41.27,10派0.8,04-10
600410,华胜天成,0.06,-73.23,,1.78,,4176.4,-73.35,10派0.55,04-10
000099,中信海直,0.37,33.44,,9.31,,19218.97,34.55,10派0.75,04-10
600436,片仔癀,2.73,9.64,,21.92,,42976.84,23.31,10派11,04-10
300340,科恒股份,0.03,-96.44,9.19,0.37,0.26,345.02,-91.9,10派0.2,04-10
300356,光一科技,0.36,-65.05,5.22,7.11,0.16,4733.68,-34.85,10派1,04-10
601616,广电电气,0.06,38.63,,2.15,,5458.2,38.82,10派0.5,04-10
600020,中原高速,0.18,-24.08,,5.73,,39459.5,-24.09,10派0.55,04-10
002515,金字火腿,0.16,-36.0,,2.67,,2259.18,-36.49,10派0.5,04-10
600117,西宁特钢,-0.1,-350.0,,-2.49,,-7122.63,-326.19,,04-10
600173,卧龙地产,0.09,-11.91,,4.52,,6540.43,-11.91,10派0.3,04-10
002082,栋梁新材,0.47,30.56,,9.87,,11155.76,29.1,,04-10
300012,华测检测,0.41,-35.94,2.63,16.5,0.64,14964.52,27.09,10派1,04-10
000672,上峰水泥,0.35,8233.33,,19.85,,26078.76,28446.17,,04-10
000679,大连友谊,0.45,5.52,,11.06,,16018.7,5.49,10派2.5,04-10
002531,天顺风能,0.42,-49.4,,9.41,,17248.71,0.85,,04-10
603123,翠微股份,,,,,,13340.27,-9.91,,04-10
002508,老板电器,1.51,43.81,,20.57,,38563.23,43.87,,04-10
002235,安妮股份,0.05,-6.11,,2.07,,960.11,-6.08,,04-10
002557,洽洽食品,0.75,-10.71,,9.91,,25518.19,-9.88,,04-10
002300,太阳电缆,0.46,10.9,,12.28,,13862.71,10.89,10派4转5,04-10
300129,泰胜风能,0.24,33.33,4.46,5.48,0.2,7740.47,32.63,,04-10
002348,高乐股份,0.14,-49.43,,5.73,,6516.41,1.14,,04-10
600999,招商证券,0.48,35.49,,8.44,,222966.89,35.46,,04-10
601608,中信重工,0.18,-50.0,,6.51,,49971.03,-42.63,,04-10
000899,赣能股份,0.68,167.33,,28.62,,44083.26,167.31,10派1,04-10
300359,全通教育,0.7,-4.11,3.58,21.34,0.74,4199.21,-3.92,,04-10
002321,华英农业,-0.35,-2460.0,,-10.43,,-12736.94,-3059.34,,04-10
600637,东方明珠,0.61,32.22,,19.79,,67735.06,31.15,,04-10
300381,溢多利,1.62,15.4,7.83,23.07,1.74,6313.48,15.39,10派5,04-09
000929,兰州黄河,0.14,16.67,,4.22,,2535.64,16.65,10派0.3,04-09
300370,安控科技,1.17,12.83,5.59,23.23,-0.47,5103.72,12.82,10派2.5送10,04-09
300257,开山股份,0.82,-20.39,7.46,11.32,0.96,35063.43,18.55,10派3.5,04-09
600526,菲达环保,0.21,50.0,,3.62,,4009.9,111.1,10派1转10,04-09
601777,力帆股份,0.44,29.99,,7.83,,42427.59,32.0,10派2.5,04-09
002566,益盛药业,0.4,-9.09,,5.42,,8731.9,-9.63,10派1转5,04-09
300090,盛运环保,0.65,96.97,6.26,13.2,0.07,17472.39,108.49,10转8,04-09
002266,浙富控股,0.08,-61.9,,4.69,,9146.27,-28.38,,04-09
600125,铁龙物流,0.32,-8.81,,10.01,,42142.91,-8.8,,04-09
600673,东阳光科,0.18,-5.26,,5.77,,14616.44,-5.14,10派0.5,04-09
002126,银轮股份,0.3,130.77,,7.46,,9645.13,133.0,10派0.35,04-09
600333,长春燃气,0.07,250.0,,2.7,,3819.81,268.55,10派0.3,04-09
002292,奥飞娱乐,0.38,-13.64,,14.58,,23083.32,27.26,10派1,04-09
300282,汇冠股份,-0.12,-154.55,3.93,-3.06,-0.18,-885.01,-171.83,,04-09
002570,贝因美,1.13,-5.83,,19.73,,72104.64,41.54,10派6.5转6,04-09
603555,贵人鸟,0.81,-19.8,,33.34,,42348.99,-19.79,10派4.5,04-09
002575,群兴玩具,0.09,-72.73,,2.74,,2447.08,-43.85,10派0.5,04-09
002607,亚夏汽车,0.21,-52.27,,5.49,,4730.91,-38.63,10派0.5转2,04-09
601515,东风股份,1.26,15.6,,29.36,,70262.06,17.64,10转10,04-09
002050,三花智控,0.54,17.39,,10.75,,32335.38,19.19,10派2转3,04-09
002435,长江润发,0.26,-18.75,,6.37,,5158.94,21.6,10派1,04-09
600007,中国国贸,0.32,-15.79,,6.85,,32519.68,-15.0,10派1.7,04-09
000070,特发信息,0.23,20.16,,6.24,,6146.55,30.46,10派0.3,04-09
002087,新野纺织,0.15,0.46,,4.38,,8012.27,0.45,10派0.3,04-09
000713,丰乐种业,0.19,-18.48,,4.54,,5576.84,-18.47,10派0.3,04-09
002151,北斗星通,0.24,-4.0,,6.26,,4316.05,-6.4,10派1.15,04-09
600737,中粮糖业,0.05,-106.44,,1.48,,8031.72,-110.9,10派0.3,04-09
002097,山河智能,0.07,204.59,,1.63,,2731.0,200.75,10派0.3,04-09
000759,中百集团,0.25,-16.67,,5.84,,17081.46,-16.72,10派1.2,04-09
002182,云海金属,0.09,27.72,,2.79,,2534.75,27.77,10派1,04-09
600578,京能电力,0.49,-40.96,,18.94,,219637.21,36.01,10派2,04-09
600276,恒瑞医药,0.91,4.46,,21.22,,123811.06,14.92,10派0.9送1,04-09
600132,重庆啤酒,0.33,0.0,,10.64,,15873.86,-0.19,10派2,04-09
002369,卓翼科技,0.37,-7.5,,6.72,,8957.5,5.46,10派1.1转10,04-09
002690,美亚光电,0.8,-19.19,,14.35,,20799.84,23.39,10派3转3,04-09
002096,南岭民爆,0.5,4.17,,10.43,,18459.36,4.02,10派1,04-09
002652,扬子新材,0.23,-41.03,,6.54,,3619.82,-12.24,10派1,04-08
300036,超图软件,0.46,913.33,5.12,9.33,0.47,5476.56,919.59,10派1,04-08
000425,徐工机械,0.73,-39.17,,8.35,,150851.73,-38.83,10派1,04-08
300230,永利股份,0.32,3.73,3.35,9.97,0.27,5210.23,3.7,10派1,04-08
000778,新兴铸管,0.53,-20.31,,8.17,,103129.78,-18.53,10派1送5,04-08
300203,聚光科技,0.36,-10.0,4.27,8.65,0.17,15915.22,-10.27,10派0.4,04-08
002587,奥拓电子,0.44,-6.38,,8.92,,4812.74,-7.19,10派2转10,04-08
000916,华北高速,0.25,30.21,,6.74,,26962.3,33.08,,04-08
002688,金河生物,0.83,-13.76,,9.94,,9043.25,0.96,,04-08
002489,浙江永强,0.55,37.5,,8.49,,26186.71,36.86,,04-08
300373,扬杰科技,1.44,38.46,5.58,29.74,1.17,9969.15,38.51,10派2.1转10,04-08
300244,迪安诊断,0.72,10.77,4.82,15.74,0.63,8609.33,43.04,,04-08
002291,星期六,0.09,-40.0,,2.12,,3402.15,-39.07,,04-08
002387,黑牛食品,0.05,-72.22,,1.07,,1457.08,-73.64,,04-08
002633,申科股份,-0.19,-575.0,,-5.16,,-2854.09,-548.61,,04-08
002445,中南文化,0.2,42.86,,5.28,,5035.33,42.08,,04-08
300048,合康新能,0.13,-67.5,4.42,2.99,-0.08,4446.68,-67.07,,04-08
000698,沈阳化工,0.06,-123.33,,1.2,,3697.0,-122.96,,04-08
000633,*ST合金,0.02,143.55,,2.6,,582.43,144.72,,04-08
600146,商赢环球,-0.46,-936.36,,-49.37,,-9200.56,-932.04,,04-05
600984,建设机械,-0.52,-1174.85,,-22.26,,-9985.15,-1555.17,,04-05
603008,喜临门,0.38,-33.33,,11.4,,12021.39,18.16,,04-05
600713,南京医药,0.06,250.0,,3.84,,3868.07,257.48,,04-05
600151,航天机电,0.12,-113.69,,3.89,,14425.52,-116.22,10派0.35,04-05
300066,三川智慧,0.65,30.0,6.48,10.41,0.61,10090.19,28.66,10派1转6,04-05
600313,农发种业,0.12,54.11,,4.03,,4268.68,76.94,,04-05
600765,中航重机,0.2,-25.93,,4.67,,15330.86,-28.18,,04-05
600352,浙江龙盛,0.91,60.67,,16.19,,134910.99,62.49,10派2.7,04-05
600004,白云机场,0.78,20.0,,11.91,,89495.76,18.84,10派3.7,04-04
600757,长江传媒,0.35,12.9,,11.08,,37820.75,15.81,,04-04
600131,岷江水电,-0.32,-328.57,,-21.45,,-16207.76,-329.47,,04-04
600978,宜华生活,0.36,38.46,,9.13,,41053.54,36.13,10派0.85,04-04
600206,有研新材,0.01,-101.79,,0.19,,192.83,-101.57,10转10,04-04
601158,重庆水务,0.39,0.0,,14.77,,187720.35,-0.6,10派2.7,04-04
600367,红星发展,0.01,-90.0,4.12,0.27,,326.39,-89.12,10派0.1,04-04
000701,厦门信达,1.01,215.63,,26.11,,24173.19,210.07,10派1.4,04-04
000409,山东地矿,0.27,0.0,,12.68,,12677.49,57.32,,04-04
600517,置信电气,0.41,68.29,,14.15,,28342.05,86.22,10派1.5转8,04-04
002344,海宁皮城,0.93,-26.19,,31.04,,103900.44,47.47,10派1.5,04-04
600128,弘业股份,0.28,5.25,,4.94,,6877.53,5.27,10派0.9,04-04
002606,大连电瓷,0.15,-21.05,,4.15,,3054.47,-21.0,10派1,04-04
000016,深康佳A,0.04,-1.57,,1.11,,4516.3,-1.45,10派0.1,04-04
002049,紫光国芯,0.9,54.24,,12.36,,27251.52,92.9,10派1转10,04-04
300016,北陆药业,0.22,-46.34,1.83,12.29,0.14,6597.17,4.65,10派1,04-04
600127,金健米业,0.02,100.0,,2.07,,1100.92,110.57,,04-04
002583,海能达,0.49,308.33,,7.06,,13507.12,305.28,10派0.8,04-03
000089,深圳机场,0.3,-13.33,,6.65,,50229.61,-13.31,10派0.35,04-03
600461,洪城水业,0.3,-1.11,,5.83,,9957.0,-1.11,10派1.2,04-03
002244,滨江集团,1.04,10.64,,21.3,,141012.45,11.39,10派1.1,04-03
600531,豫光金铅,-1.69,-1156.25,,-30.79,,-49865.95,-1127.62,,04-03
002009,天奇股份,0.15,-31.82,,4.21,,4273.67,-12.5,10派0.25,04-03
300051,三五互联,0.04,100.0,1.57,2.78,0.15,1375.61,314.61,10派0.5,04-03
000797,中国武夷,0.27,8.0,,8.01,,10411.5,6.1,10派0.5,04-03
002051,中工国际,1.13,1.8,,16.11,,71847.67,13.15,10派3送2,04-03
002115,三维通信,-0.33,-224.79,,-13.77,,-13519.65,-249.74,,04-03
600303,曙光股份,-0.47,-262.07,,-10.77,,-26885.06,-263.16,,04-03
600459,贵研铂业,0.42,121.05,,5.39,,7988.0,166.56,10派1.2转3,04-03
600820,隧道股份,0.99,12.02,,11.14,,128930.9,12.01,10派3送5转5,04-03
300368,汇金股份,1.1,0.0,6.25,19.31,0.88,5499.48,0.15,10派4送5转5,04-03
002029,七匹狼,0.5,-58.68,,8.58,,37906.93,-32.44,10派1,04-03
300196,长海股份,0.88,18.92,8.13,11.38,0.99,10502.35,18.22,10派2转6,04-03
600475,华光股份,0.3,-8.71,,5.2,,7566.44,-8.72,10派1,04-03
002199,东晶电子,0.17,183.33,,3.69,,3189.57,178.84,,04-03
002537,海立美达,0.39,-11.36,,4.32,,5903.34,-10.8,10派1,04-03
002526,山东矿机,0.09,2.88,,2.35,,4582.48,2.89,10派0.4,04-03
000795,英洛华,-0.57,-1240.0,,-54.11,,-15861.27,-1187.46,,04-03
600829,人民同泰,0.01,-98.23,,0.3,,646.21,-98.22,10派1.33,04-03
300087,荃银高科,0.07,-66.67,5.49,1.35,0.1,773.69,-65.59,10转5派1.5,04-03
600172,黄河旋风,0.39,22.51,4.15,9.89,,20954.96,22.49,,04-03
600425,青松建化,0.06,-64.91,,1.62,,8663.86,-13.49,,04-03
000671,阳光城,0.64,-38.46,,24.82,,65168.51,16.66,,04-03
600847,万里股份,-0.13,-425.0,,-6.5,,-1367.05,-464.7,,04-03
002289,*ST宇顺,0.08,-104.73,,1.31,,806.46,-106.45,,04-03
300118,东方日升,0.13,-115.67,3.59,3.83,-0.15,7565.27,-115.73,,04-03
002707,众信旅游,1.72,41.91,,35.4,,8746.88,41.53,,04-03
600622,嘉宝集团,0.66,11.88,,13.36,,33890.76,11.84,,04-02
600432,*ST吉恩,0.12,-500.0,,3.01,,9854.05,-577.59,10派0.5,04-02
600846,同济科技,0.26,36.84,,10.88,,16058.93,38.9,,04-02
600507,方大特钢,0.43,7.5,,21.1,,56277.03,7.51,10派1.3,04-02
000960,锡业股份,-1.28,-3453.54,,-22.02,,-134066.15,-3984.61,,04-02
002656,摩登大道,0.75,-59.46,,12.6,,14932.23,-15.56,10派1.8,04-02
601311,骆驼股份,0.62,8.77,,15.69,,52484.85,9.05,,04-02
600397,安源煤业,0.25,-63.55,,6.64,,24827.76,-27.09,10派5,04-02
300202,聚龙股份,0.89,4.71,3.42,29.52,0.27,27198.59,89.28,10派1送4转4,04-02
300329,海伦钢琴,0.24,-53.85,3.88,6.3,0.21,3226.88,5.75,10派0.44,04-02
002580,圣阳股份,0.17,-65.31,,2.28,,1838.14,-65.2,,04-02
000938,紫光股份,0.49,39.6,,10.28,,10094.46,39.59,10派0.5,04-02
600766,园城黄金,0.01,-96.43,,7.63,,206.52,-96.68,,04-02
000760,斯太尔,0.01,-50.0,,1.11,,341.08,-26.14,,04-02
002590,万安科技,0.29,190.0,,5.43,,3564.94,201.86,10派0.6转7,04-02
600277,亿利洁能,0.15,7.14,,3.71,,25230.31,19.1,10派0.3,04-02
600070,浙江富润,0.67,-4.29,,15.13,,12246.98,-3.72,10派3转5,04-02
600533,栖霞建设,0.16,-45.48,,4.75,,17241.51,-45.49,10派1,04-02
002714,牧原股份,1.43,-8.33,,27.04,,30382.95,-7.99,10派2.34,04-02
002573,清新环境,0.34,-3.46,,8.3,,18002.26,72.23,10派1.5,04-02
002380,科远股份,0.47,6.82,,3.58,,3221.2,7.89,10派1.5转5,04-02
000878,云南铜业,-1.06,-5400.0,,-24.33,,-149611.64,-6111.63,,04-02
300021,大禹节水,0.06,-45.45,1.7,1.26,0.11,1710.42,-45.77,10派0.6,04-02
002240,威华股份,0.02,-108.33,,0.61,,957.81,-108.2,,04-02
600764,中电广通,0.01,-91.52,,0.76,,465.7,-91.45,10派0.1,04-01
300107,建新股份,0.27,204.05,6.18,4.46,0.4,3613.33,204.14,10派0.8转10,04-01
601166,兴业银行,2.16,-32.92,10.49,22.39,10.98,4121100.0,18.7,10派4.6,04-01
600269,赣粤高速,0.28,-44.0,,5.85,,65367.62,-44.11,10派0.85,04-01
600057,象屿股份,0.28,115.38,,14.38,,24143.54,110.2,,04-01
002540,亚太科技,0.36,-25.0,,6.51,,14771.98,48.0,10派2,04-01
002010,传化智联,0.35,9.38,,10.17,,17267.88,11.83,10派1.5,04-01
600979,广安爱众,0.11,0.27,,5.37,,7931.09,19.64,10派0.5,04-01
002058,威尔泰,0.04,0.0,,3.02,,597.85,16.16,10派0.2,04-01
600236,桂冠电力,0.1,-21.43,,6.63,,22533.76,-21.38,10派0.5,04-01
300209,天泽信息,0.04,33.33,5.28,0.82,0.02,687.51,41.05,10派0.2,04-01
002111,威海广泰,0.3,3.45,,8.28,,9360.73,5.32,10派0.8,04-01
600740,山西焦化,0.02,-52.6,,0.68,,1734.89,-41.55,,04-01
000025,特力A,0.03,-3.4,,3.67,,690.07,-3.44,,04-01
002228,合兴包装,0.27,58.82,,10.2,,9465.41,57.3,10派0.5,04-01
600068,葛洲坝,0.45,1.34,,12.14,,158473.7,1.42,10派1.04,04-01
600158,中体产业,0.16,74.89,,10.07,,13631.19,74.85,10派0.49,04-01
002490,*ST墨龙,-0.22,-229.41,,-6.31,,-17572.22,-230.88,,04-01
000011,深物业A,0.5,-19.86,,18.19,,30084.06,-19.87,10派2.5,04-01
300309,吉艾科技,0.34,-34.62,5.71,6.05,0.25,7337.8,-29.01,10派0.91,04-01
600792,云煤能源,0.13,-230.0,,2.27,,5387.63,-241.22,,04-01
300056,三维丝,0.53,562.5,4.53,12.36,0.55,4953.75,521.18,10派2转6,04-01
000983,西山煤电,0.34,-41.65,,6.79,,105616.28,-41.66,10派0.1,04-01
000861,海印股份,0.81,-7.95,,22.37,,39762.34,-7.67,10派0.4,04-01
600428,中远海特,0.02,72.73,,0.5,,3263.88,70.44,,04-01
000927,一汽夏利,-0.3,-1506.07,,-14.03,,-47991.67,-1503.44,,04-01
600557,康缘药业,0.71,24.56,,17.09,,29701.76,23.93,10派1.2转2,04-01
002120,韵达股份,0.23,-52.08,,7.57,,3517.06,-51.63,10派0.3,04-01
601166,兴业银行,2.16,-32.92,10.49,22.39,10.98,4121100.0,18.7,,04-01
600269,赣粤高速,0.28,-44.0,,5.85,,65367.62,-44.11,,04-01
600764,中电广通,0.01,-91.52,,0.76,,465.7,-91.45,,04-01
300107,建新股份,0.27,204.05,6.18,4.46,0.4,3613.33,204.14,10派0.8转10,04-01
600979,广安爱众,0.11,0.27,,5.37,,7931.09,19.64,,04-01
002058,威尔泰,0.04,0.0,,3.02,,597.85,16.16,10派0.2,04-01
600236,桂冠电力,0.1,-21.43,,6.63,,22533.76,-21.38,,04-01
300209,天泽信息,0.04,33.33,5.28,0.82,0.02,687.51,41.05,,04-01
600057,象屿股份,0.28,115.38,,14.38,,24143.54,110.2,,04-01
002540,亚太科技,0.36,-25.0,,6.51,,14771.98,48.0,10派2,04-01
